cnpj,input_company,setor,subsetor,segmento,cnae_primario,cnae_descricao,cnae_secundarios,source,confidence,cnae_secundarios_norm,cnae_secundarios_descricao,cnae_secundarios_pairs,cnae7,setor_progest,subsetor_progest,segmento_progest
15141799000103,CIA FERRO LIGAS DA BAHIA - FERBASA,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 24,Classe 2412,2412100,Produção de ferroligas,"0210107,0210108,0220901,0220902,0230600,0724302,0899102,2391501,2392300,4744001,4744002,4744004,6462000",RFB_estab,0.9,0210107 | 0210108 | 0220901 | 0220902 | 0230600 | 0724302 | 0899102 | 2391501 | 2392300 | 4744001 | 4744002 | 4744004 | 6462000,"Extração de madeira em florestas plantadas | Produção de carvão vegetal - florestas plantadas | Extração de madeira em florestas nativas | Produção de carvão vegetal - florestas nativas | Atividades de apoio à produção florestal | Beneficiamento de minério de metais preciosos | Extração de quartzo | Britamento de pedras, exceto associado à extração | Fabricação de cal e gesso | Comércio varejista de ferragens e ferramentas | Comércio varejista de madeira e artefatos | Comércio varejista de cal, areia, pedra britada, tijolos e telhas | Holdings de instituições não financeiras","0210107 — Extração de madeira em florestas plantadas | 0210108 — Produção de carvão vegetal - florestas plantadas | 0220901 — Extração de madeira em florestas nativas | 0220902 — Produção de carvão vegetal - florestas nativas | 0230600 — Atividades de apoio à produção florestal | 0724302 — Beneficiamento de minério de metais preciosos | 0899102 — Extração de quartzo | 2391501 — Britamento de pedras, exceto associado à extração | 2392300 — Fabricação de cal e gesso | 4744001 — Comércio varejista de ferragens e ferramentas | 4744002 — Comércio varejista de madeira e artefatos | 4744004 — Comércio varejista de cal, areia, pedra britada, tijolos e telhas | 6462000 — Holdings de instituições não financeiras",2412100,Manufatura,Bens Industriais,Atividade Principal
15144017000190,CIA SEGUROS ALIANCA DA BAHIA,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 65,Classe 6512,6512000,Sociedade seguradora de seguros não vida,"6511101,6530800",RFB_estab,0.9,6511101 | 6530800,Sociedade seguradora de seguros vida | Resseguros,6511101 — Sociedade seguradora de seguros vida | 6530800 — Resseguros,6512000,Serviços Financeiros,Serviços Financeiros Diversos,Outros Serviços Financeiros
15385166000140,EQUIPAV SANEAMENTO S.A.,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6462,6462000,Holdings de instituições não financeiras,,RFB_estab,0.9,,,,6462000,Serviços Financeiros,Holdings & Conglomerados,Holding Financeira
15463423000115,JP PARTICIPAÇÕES S.A.,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6462,6462000,Holdings de instituições não financeiras,,RFB_estab,0.9,,,,6462000,Serviços Financeiros,Holdings & Conglomerados,Holding Financeira
15527906000136,BIOSEV S.A.,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 10,Classe 1071,1071600,Fabricação de açúcar em bruto,"1931400,0113000,5211799",RFB_estab,0.9,1931400 | 0113000 | 5211799,"Fabricação de álcool | Cultivo de cana-de-açúcar | Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis","1931400 — Fabricação de álcool | 0113000 — Cultivo de cana-de-açúcar | 5211799 — Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis",1071600,Manufatura,Bens Industriais,Atividade Principal
15675715000111,HOUSI S.A.,"M — ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",Divisão 70,Classe 7020,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica","4110700,6319400,6810201,6810202,7319003,7410202,7721700,7810800,7990200,8111700,8121400",RFB_estab,0.9,4110700 | 6319400 | 6810201 | 6810202 | 7319003 | 7410202 | 7721700 | 7810800 | 7990200 | 8111700 | 8121400,"Incorporação de empreendimentos imobiliários | Portais, provedores de conteúdo e outros serviços de informação na Internet | Compra e venda de imóveis próprios | Aluguel de imóveis próprios | Marketing direto | Design de interiores | Aluguel de equipamentos recreativos e esportivos | Seleção e agenciamento de mão de obra | Serviços de reservas e outros serviços de turismo não especificados anteriormente | Serviços combinados para apoio a edifícios, exceto condomínios prediais | Limpeza em prédios e em domicílios","4110700 — Incorporação de empreendimentos imobiliários | 6319400 — Portais, provedores de conteúdo e outros serviços de informação na Internet | 6810201 — Compra e venda de imóveis próprios | 6810202 — Aluguel de imóveis próprios | 7319003 — Marketing direto | 7410202 — Design de interiores | 7721700 — Aluguel de equipamentos recreativos e esportivos | 7810800 — Seleção e agenciamento de mão de obra | 7990200 — Serviços de reservas e outros serviços de turismo não especificados anteriormente | 8111700 — Serviços combinados para apoio a edifícios, exceto condomínios prediais | 8121400 — Limpeza em prédios e em domicílios",7020400,Serviços Profissionais,Serviços Profissionais,Atividade Principal
15912764000120,SMILES S.A.,,,,,,,UNKNOWN,0.2,,,,0000000,,,Atividade Principal
16103773000133,FINPAR PARTICIPAÇÕES S/A,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6463,6463800,"Outras sociedades de participação, exceto holdings",,RFB_estab,0.9,,,,6463800,Serviços Financeiros,Serviços Financeiros Diversos,Outros Serviços Financeiros
16233389000155,CVLB BRASIL S.A,G — COMÉRCIO; REPARAÇÃO DE VEÍCULOS,Divisão 47,Classe 4755,4755502,Comercio varejista de artigos de armarinho,"4761003,4789007,4761001,4761002,4763601,4772500,4751201,4789099,4754701,4759899,4781400,4782201,4782202,4759801,4753900,4762800,4721104,4641903,4647801,4647802,4693100,4646002,4646001,4651602,4686902,4649404,4649499,4642701,4643501,4643502,4649405,4649402,4649407,4637107,7020400,4930202,8292000,8592999,8219901",RFB_estab,0.9,4761003 | 4789007 | 4761001 | 4761002 | 4763601 | 4772500 | 4751201 | 4789099 | 4754701 | 4759899 | 4781400 | 4782201 | 4782202 | 4759801 | 4753900 | 4762800 | 4721104 | 4641903 | 4647801 | 4647802 | 4693100 | 4646002 | 4646001 | 4651602 | 4686902 | 4649404 | 4649499 | 4642701 | 4643501 | 4643502 | 4649405 | 4649402 | 4649407 | 4637107 | 7020400 | 4930202 | 8292000 | 8592999 | 8219901,"Comércio varejista de artigos de papelaria | Comércio varejista de equipamentos para escritório | Comércio varejista de livros | Comércio varejista de jornais e revistas | Comércio varejista de brinquedos e artigos recreativos | Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal | Comércio varejista especializado de equipamentos e suprimentos de informática | Comércio varejista de outros produtos não especificados anteriormente | Comércio varejista de móveis | Comércio varejista de outros artigos de uso doméstico não especificados anteriormente | Comércio varejista de artigos do vestuário e acessórios | Comércio varejista de calçados | Comércio varejista de artigos de viagem | Comércio varejista de artigos de tapeçaria, cortinas e persianas | Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo | Comércio varejista de discos, CDs, DVDs e fitas | Comércio varejista de doces, balas, bombons e semelhantes | Comércio atacadista de artigos de armarinho | Comércio atacadista de artigos de escritório e de papelaria | Comércio atacadista de livros, jornais e outras publicações | Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários | Comércio atacadista de produtos de higiene pessoal | Comércio atacadista de cosméticos e produtos de perfumaria | Comércio atacadista de suprimentos para informática | Comércio atacadista de embalagens | Comércio atacadista de móveis e artigos de colchoaria | Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente | Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança | Comércio atacadista de calçados | Comércio atacadista de bolsas, malas e artigos de viagem | Comércio atacadista de artigos de tapeçaria; persianas e cortinas | Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico | Comércio atacadista de filmes, CDs, DVDs, fitas e discos | Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes | Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica | Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional | Envasamento e empacotamento sob contrato | Ensino de arte e cultura não especificado anteriormente | Fotocópias","4761003 — Comércio varejista de artigos de papelaria | 4789007 — Comércio varejista de equipamentos para escritório | 4761001 — Comércio varejista de livros | 4761002 — Comércio varejista de jornais e revistas | 4763601 — Comércio varejista de brinquedos e artigos recreativos | 4772500 — Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal | 4751201 — Comércio varejista especializado de equipamentos e suprimentos de informática | 4789099 — Comércio varejista de outros produtos não especificados anteriormente | 4754701 — Comércio varejista de móveis | 4759899 — Comércio varejista de outros artigos de uso doméstico não especificados anteriormente | 4781400 — Comércio varejista de artigos do vestuário e acessórios | 4782201 — Comércio varejista de calçados | 4782202 — Comércio varejista de artigos de viagem | 4759801 — Comércio varejista de artigos de tapeçaria, cortinas e persianas | 4753900 — Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo | 4762800 — Comércio varejista de discos, CDs, DVDs e fitas | 4721104 — Comércio varejista de doces, balas, bombons e semelhantes | 4641903 — Comércio atacadista de artigos de armarinho | 4647801 — Comércio atacadista de artigos de escritório e de papelaria | 4647802 — Comércio atacadista de livros, jornais e outras publicações | 4693100 — Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários | 4646002 — Comércio atacadista de produtos de higiene pessoal | 4646001 — Comércio atacadista de cosméticos e produtos de perfumaria | 4651602 — Comércio atacadista de suprimentos para informática | 4686902 — Comércio atacadista de embalagens | 4649404 — Comércio atacadista de móveis e artigos de colchoaria | 4649499 — Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente | 4642701 — Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança | 4643501 — Comércio atacadista de calçados | 4643502 — Comércio atacadista de bolsas, malas e artigos de viagem | 4649405 — Comércio atacadista de artigos de tapeçaria; persianas e cortinas | 4649402 — Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico | 4649407 — Comércio atacadista de filmes, CDs, DVDs, fitas e discos | 4637107 — Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes | 7020400 — Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica | 4930202 — Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional | 8292000 — Envasamento e empacotamento sob contrato | 8592999 — Ensino de arte e cultura não especificado anteriormente | 8219901 — Fotocópias",4755502,Comércio,Comércio,Atividade Principal
16234171000115,METANOR SA METANOL DO NE,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 20,Classe 2099,2099199,Fabricação de outros produtos químicos não especificados anteriormente,,RFB_estab,0.9,,,,2099199,Manufatura,Bens Industriais,Atividade Principal
16404287000155,SUZANO S.A.,N — ADM. E SERVIÇOS COMPLEMENTARES,Divisão 82,Classe 8211,8211300,Serviços combinados de escritório e apoio administrativo,,RFB_estab,0.9,,,,8211300,Serviços Administrativos,Serviços Administrativos,Atividade Principal
